S No,PS No,LOCATION,Nature,Refined PS,Year,Election,Party,Alliance,Votes
962,18,முடிகண்டநல்லூர்,வருவாய் கிராமம் ,18,2016,SE,BJP,BJP,1
963,19,மழவராயநல்லூர்,வருவாய் கிராமம் ,19,2016,SE,BJP,BJP,2
964,20,மழவராயநல்லூர்,வருவாய் கிராமம் ,20,2016,SE,BJP,BJP,0
965,21,குமாரக்குடி,வருவாய் கிராமம் ,21,2016,SE,BJP,BJP,3
966,22,குமாரக்குடி,வருவாய் கிராமம் ,22,2016,SE,BJP,BJP,1
967,23,கோதண்டவிளாகம்,வருவாய் கிராமம் ,23,2016,SE,BJP,BJP,1
968,24,நங்குடி,வருவாய் கிராமம் ,25,2016,SE,BJP,BJP,2
969,25,விழுபெருந்துறை,வருவாய் கிராமம் ,26,2016,SE,BJP,BJP,4
970,26,வட்டத்தூர்,வருவாய் கிராமம் ,27,2016,SE,BJP,BJP,5
971,27,வட்டத்தூர்,வருவாய் கிராமம் ,28,2016,SE,BJP,BJP,2
972,28,நந்தீஸ்வரமங்கலம்,வருவாய் கிராமம் ,29,2016,SE,BJP,BJP,2
973,29,நந்தீஸ்வரமங்கலம்,வருவாய் கிராமம் ,30,2016,SE,BJP,BJP,0
974,30,வலசக்காடு,வருவாய் கிராமம் ,31,2016,SE,BJP,BJP,2
975,31,வலசக்காடு,வருவாய் கிராமம் ,32,2016,SE,BJP,BJP,3
976,32,பேரூர்,வருவாய் கிராமம் ,33,2016,SE,BJP,BJP,8
977,33,பேரூர்,வருவாய் கிராமம் ,34,2016,SE,BJP,BJP,6
978,34,கானூர்,வருவாய் கிராமம் ,35,2016,SE,BJP,BJP,8
979,35,கானூர்,வருவாய் கிராமம் ,36,2016,SE,BJP,BJP,4
980,36,சாத்தவட்டம்,வருவாய் கிராமம் ,37,2016,SE,BJP,BJP,2
981,37,தேத்தாம்பட்டு,வருவாய் கிராமம் ,38,2016,SE,BJP,BJP,2
982,38,தேத்தாம்பட்டு,வருவாய் கிராமம் ,39,2016,SE,BJP,BJP,5
983,39,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,40,2016,SE,BJP,BJP,1
984,40,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,41,2016,SE,BJP,BJP,7
985,41,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,42,2016,SE,BJP,BJP,3
986,42,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,43,2016,SE,BJP,BJP,17
987,43,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,44,2016,SE,BJP,BJP,5
988,44,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,45,2016,SE,BJP,BJP,4
989,45,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,46,2016,SE,BJP,BJP,5
990,46,ஸ்ரீ புதுக்குப்பம்,வருவாய் கிராமம் ,47,2016,SE,BJP,BJP,3
991,47,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,48,2016,SE,BJP,BJP,6
992,48,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,49,2016,SE,BJP,BJP,6
993,49,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,50,2016,SE,BJP,BJP,4
994,50,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,51,2016,SE,BJP,BJP,1
995,51,ஸ்ரீமுஷ்ணம்,வருவாய் கிராமம் ,52,2016,SE,BJP,BJP,2
996,52,மேல்புளியங்குடி,வருவாய் கிராமம் ,53,2016,SE,BJP,BJP,0
997,53,மேல்புளியங்குடி,வருவாய் கிராமம் ,54,2016,SE,BJP,BJP,1
998,54,ஸ்ரீ ஆதிவராகநல்லூர்,வருவாய் கிராமம் ,55,2016,SE,BJP,BJP,1
999,55,ஸ்ரீ ஆதிவராகநல்லூர்,வருவாய் கிராமம் ,56,2016,SE,BJP,BJP,1
1000,56,ஸ்ரீ ஆதிவராகநல்லூர்,வருவாய் கிராமம் ,57,2016,SE,BJP,BJP,1
1001,57,நாச்சியார்பேட்டை,வருவாய் கிராமம் ,58,2016,SE,BJP,BJP,0
1002,58,கொழை,வருவாய் கிராமம் ,59,2016,SE,BJP,BJP,1
1003,59,கொழை,வருவாய் கிராமம் ,60,2016,SE,BJP,BJP,5
1004,60,கொழை,வருவாய் கிராமம் ,61,2016,SE,BJP,BJP,4
1005,61,கொழை,வருவாய் கிராமம் ,62,2016,SE,BJP,BJP,2
1006,62,வாளிஸ்பேட்டை,வருவாய் கிராமம் ,63,2016,SE,BJP,BJP,7
1007,63,ராமாபுரம்,வருவாய் கிராமம் ,64,2016,SE,BJP,BJP,5
1008,64,ராமாபுரம்,வருவாய் கிராமம் ,65,2016,SE,BJP,BJP,0
1009,65,தண்டகாரன்குப்பம்,வருவாய் கிராமம் ,66,2016,SE,BJP,BJP,1
1010,66,பாளையங்கோட்டை,வருவாய் கிராமம் ,67,2016,SE,BJP,BJP,9
1011,67,பாளையங்கோட்டை,வருவாய் கிராமம் ,68,2016,SE,BJP,BJP,0
1012,68,பாளையங்கோட்டை,வருவாய் கிராமம் ,69,2016,SE,BJP,BJP,14
1013,69,பாளையங்கோட்டை,வருவாய் கிராமம் ,70,2016,SE,BJP,BJP,7
1014,70,வடக்குப்பாளையம்,வருவாய் கிராமம் ,71,2016,SE,BJP,BJP,1
1015,71,வடக்குப்பாளையம்,வருவாய் கிராமம் ,72,2016,SE,BJP,BJP,2
1016,72,வடக்குப்பாளையம்,வருவாய் கிராமம் ,73,2016,SE,BJP,BJP,4
1017,73,வடக்குப்பாளையம்,வருவாய் கிராமம் ,74,2016,SE,BJP,BJP,2
1018,74,சோழத்தரம்,வருவாய் கிராமம் ,75,2016,SE,BJP,BJP,1
1019,75,சோழத்தரம்,வருவாய் கிராமம் ,76,2016,SE,BJP,BJP,4
1020,76,சோழத்தரம்,வருவாய் கிராமம் ,77,2016,SE,BJP,BJP,2
1021,77,சோழத்தரம்,வருவாய் கிராமம் ,78,2016,SE,BJP,BJP,1
1022,78,சோழத்தரம்,வருவாய் கிராமம் ,79,2016,SE,BJP,BJP,1
1023,79,புடையூர்,வருவாய் கிராமம் ,80,2016,SE,BJP,BJP,1
1024,80,புடையூர்,வருவாய் கிராமம் ,81,2016,SE,BJP,BJP,2
1025,81,கலியமலை,வருவாய் கிராமம் ,82,2016,SE,BJP,BJP,1
1026,82,பூர்த்தங்குடி,வருவாய் கிராமம் ,83,2016,SE,BJP,BJP,2
1027,83,கந்தகுமாரன்,வருவாய் கிராமம் ,84,2016,SE,BJP,BJP,2
1028,84,ம. உத்தமசோழகன்,வருவாய் கிராமம் ,85,2016,SE,BJP,BJP,0
1029,85,கொள்ளுமேடு,வருவாய் கிராமம் ,86,2016,SE,BJP,BJP,0
1030,86,கொள்ளுமேடு,வருவாய் கிராமம் ,87,2016,SE,BJP,BJP,1
1031,87,இராயநல்லூர்,வருவாய் கிராமம் ,88,2016,SE,BJP,BJP,4
1032,88,ம. கொத்தங்குடி,வருவாய் கிராமம் ,89,2016,SE,BJP,BJP,2
1033,89,டி. புத்தூர்,வருவாய் கிராமம் ,90,2016,SE,BJP,BJP,0
1034,90,ஆட்கொண்டநத்தம்,வருவாய் கிராமம் ,91,2016,SE,BJP,BJP,1
1035,91,ஆட்கொண்டநத்தம்,வருவாய் கிராமம் ,92,2016,SE,BJP,BJP,0
1036,92,செட்டிக்கட்டளை,வருவாய் கிராமம் ,93,2016,SE,BJP,BJP,2
1037,93,வடமூர்,வருவாய் கிராமம் ,94,2016,SE,BJP,BJP,0
1038,94,பரிவிளாகம்,வருவாய் கிராமம் ,95,2016,SE,BJP,BJP,2
1039,95,தெம்மூர்,வருவாய் கிராமம் ,96,2016,SE,BJP,BJP,6
1040,96,தெம்மூர்,வருவாய் கிராமம் ,97,2016,SE,BJP,BJP,1
1041,97,கூடுவெளிச்சாவடி,வருவாய் கிராமம் ,98,2016,SE,BJP,BJP,2
1042,98,கூடுவெளி,வருவாய் கிராமம் ,99,2016,SE,BJP,BJP,0
1043,99,மெய்யாத்தூர்,வருவாய் கிராமம் ,100,2016,SE,BJP,BJP,0
1044,100,மெய்யாத்தூர்,வருவாய் கிராமம் ,101,2016,SE,BJP,BJP,7
1045,101,கீழக்கரை,வருவாய் கிராமம் ,103,2016,SE,BJP,BJP,8
1046,102,நந்திமங்கலம்,வருவாய் கிராமம் ,104,2016,SE,BJP,BJP,3
1047,103,நளம்புத்தூர்,வருவாய் கிராமம் ,105,2016,SE,BJP,BJP,1
1048,104,அத்திப்பட்டு,வருவாய் கிராமம் ,106,2016,SE,BJP,BJP,2
1049,105,தெற்குமாங்குடி,வருவாய் கிராமம் ,107,2016,SE,BJP,BJP,1
1050,106,வடக்குமாங்குடி,வருவாய் கிராமம் ,108,2016,SE,BJP,BJP,2
1051,107,வடக்குமாங்குடி,வருவாய் கிராமம் ,109,2016,SE,BJP,BJP,6
1052,108,கருப்பூர்,வருவாய் கிராமம் ,110,2016,SE,BJP,BJP,1
1053,109,குமராட்சி,வருவாய் கிராமம் ,111,2016,SE,BJP,BJP,4
1054,110,குமராட்சி,வருவாய் கிராமம் ,112,2016,SE,BJP,BJP,0
1055,111,குமராட்சி,வருவாய் கிராமம் ,113,2016,SE,BJP,BJP,12
1056,112,குமராட்சி,வருவாய் கிராமம் ,114,2016,SE,BJP,BJP,4
1057,113,கிழவன்னியூர்,வருவாய் கிராமம் ,115,2016,SE,BJP,BJP,6
1058,114,மேலவன்னியூர்,வருவாய் கிராமம் ,116,2016,SE,BJP,BJP,0
1059,115,மேலவன்னியூர்,வருவாய் கிராமம் ,117,2016,SE,BJP,BJP,4
1060,116,சாட்டைமேடு,வருவாய் கிராமம் ,118,2016,SE,BJP,BJP,2
1061,117,எள்ளேரி,வருவாய் கிராமம் ,119,2016,SE,BJP,BJP,8
1062,118,எள்ளேரி,வருவாய் கிராமம் ,120,2016,SE,BJP,BJP,7
1063,119,எள்ளேரி,வருவாய் கிராமம் ,121,2016,SE,BJP,BJP,4
1064,120,எள்ளேரி,வருவாய் கிராமம் ,122,2016,SE,BJP,BJP,0
1065,121,நெய்வாசல்,வருவாய் கிராமம் ,123,2016,SE,BJP,BJP,2
1066,122,நெய்வாசல்,வருவாய் கிராமம் ,124,2016,SE,BJP,BJP,4
1067,123,மானியம் ஆடூர்,வருவாய் கிராமம் ,125,2016,SE,BJP,BJP,3
1068,124,மானியம் ஆடூர்,வருவாய் கிராமம் ,126,2016,SE,BJP,BJP,1
1069,125,நத்தமலை,வருவாய் கிராமம் ,127,2016,SE,BJP,BJP,3
1070,126,திருச்சின்னபுரம்,வருவாய் கிராமம் ,128,2016,SE,BJP,BJP,3
1071,127,கொல்லிமலை கீழ்பாதி,வருவாய் கிராமம் ,129,2016,SE,BJP,BJP,5
1072,128,கொல்லிமலை கீழ்பாதி,வருவாய் கிராமம் ,130,2016,SE,BJP,BJP,5
1073,129,கொல்லிமலை கீழ்பாதி,வருவாய் கிராமம் ,131,2016,SE,BJP,BJP,1
1074,130,கொல்லிமலை கீழ்பாதி,வருவாய் கிராமம் ,132,2016,SE,BJP,BJP,0
1075,131,லால்பேட்டை,வருவாய் கிராமம் ,133,2016,SE,BJP,BJP,4
1076,132,லால்பேட்டை,வருவாய் கிராமம் ,134,2016,SE,BJP,BJP,4
1077,133,லால்பேட்டை,வருவாய் கிராமம் ,135,2016,SE,BJP,BJP,1
1078,134,லால்பேட்டை,வருவாய் கிராமம் ,136,2016,SE,BJP,BJP,9
1079,135,லால்பேட்டை,வருவாய் கிராமம் ,137,2016,SE,BJP,BJP,1
